Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
7542,6.2,2.8,4.2,1.2,Iris-versicolor
7543,5.7,3.3,4.3,1.6,Iris-versicolor
7544,6.1,3.0,4.9,1.5,Iris-versicolor
7545,7.5,3.2,6.5,2.4,Iris-virginica
7546,4.7,3.1,1.6,0.4,Iris-setosa
7547,6.4,3.0,5.2,1.9,Iris-virginica
7548,5.6,2.6,4.6,1.5,Iris-versicolor
7549,8.1,3.5,6.7,2.0,Iris-virginica
7550,4.8,3.3,1.9,0.2,Iris-setosa
7551,4.9,3.6,1.6,0.4,Iris-setosa
7552,4.8,2.1,3.6,1.0,Iris-versicolor
7553,5.0,2.6,3.7,1.1,Iris-versicolor
7554,6.1,2.1,5.1,1.5,Iris-virginica
7555,4.8,3.3,1.7,0.3,Iris-setosa
7556,6.6,3.0,5.5,1.7,Iris-virginica
7557,4.8,3.5,1.4,0.4,Iris-setosa
7558,5.8,2.6,3.7,1.1,Iris-versicolor
7559,5.0,3.7,1.5,0.2,Iris-setosa
7560,6.3,3.3,5.3,2.4,Iris-virginica
7561,4.9,3.8,1.3,0.2,Iris-setosa
7562,5.5,3.1,3.6,1.1,Iris-versicolor
7563,5.2,3.4,1.6,0.2,Iris-setosa
7564,7.1,3.6,5.9,2.1,Iris-virginica
7565,4.8,3.2,1.2,0.2,Iris-setosa
7566,5.2,3.4,1.6,0.3,Iris-setosa
7567,7.4,3.1,5.9,2.1,Iris-virginica
7568,4.8,3.7,1.4,0.3,Iris-setosa
7569,6.8,2.8,5.7,2.0,Iris-virginica
7570,5.0,3.0,1.4,0.2,Iris-setosa
7571,5.2,3.7,1.5,0.3,Iris-setosa
7572,5.1,3.4,1.4,0.3,Iris-setosa
7573,5.6,3.0,4.2,1.6,Iris-versicolor
7574,7.1,2.6,5.7,1.7,Iris-virginica
7575,6.7,3.0,4.8,1.5,Iris-versicolor
7576,7.1,3.0,5.9,1.7,Iris-virginica
7577,5.4,3.6,1.7,0.4,Iris-setosa
7578,7.3,2.8,6.3,2.0,Iris-virginica
7579,5.1,3.6,1.5,0.3,Iris-setosa
7580,5.0,3.6,1.7,0.4,Iris-setosa
7581,6.2,2.6,4.9,1.5,Iris-versicolor
7582,5.7,2.7,4.0,1.4,Iris-versicolor
7583,5.6,2.4,3.4,1.2,Iris-versicolor
7584,4.3,3.0,1.5,0.1,Iris-setosa
7585,7.2,3.3,5.5,1.8,Iris-versicolor
7586,5.0,3.5,1.4,0.3,Iris-setosa
7587,5.9,2.4,5.1,2.2,Iris-virginica
7588,5.8,3.1,4.1,1.4,Iris-versicolor
7589,7.2,3.2,5.0,1.6,Iris-versicolor
7590,7.0,2.8,5.6,2.0,Iris-virginica
7591,6.3,3.1,4.6,1.5,Iris-versicolor
7592,5.6,2.7,4.1,1.1,Iris-versicolor
7593,5.8,4.2,1.5,0.3,Iris-setosa
7594,5.2,2.3,3.8,1.1,Iris-versicolor
7595,4.4,2.8,1.2,0.3,Iris-setosa
7596,5.8,2.7,4.2,1.4,Iris-versicolor
7597,6.8,2.8,5.1,1.8,Iris-versicolor
7598,6.8,3.4,5.6,2.1,Iris-virginica
7599,7.4,3.2,6.0,1.8,Iris-virginica
7600,4.4,2.7,1.3,0.1,Iris-setosa
7601,5.3,3.7,1.6,0.4,Iris-setosa
7602,5.5,3.0,3.6,1.4,Iris-versicolor
7603,4.5,2.8,1.6,0.4,Iris-setosa
7604,6.0,3.1,4.9,1.5,Iris-versicolor
7605,5.4,2.6,3.7,1.3,Iris-versicolor
7606,6.5,2.8,5.6,2.2,Iris-virginica
7607,7.3,3.3,6.2,2.1,Iris-virginica
7608,5.8,3.0,4.3,1.4,Iris-versicolor
7609,6.7,3.1,5.5,2.1,Iris-virginica
7610,7.0,3.3,6.0,2.1,Iris-virginica
7611,4.7,3.3,1.4,0.1,Iris-setosa
7612,5.0,3.6,1.8,0.3,Iris-setosa
7613,4.7,2.9,1.6,0.2,Iris-setosa
7614,5.7,2.7,4.8,2.0,Iris-virginica
7615,6.5,2.5,5.7,2.0,Iris-virginica
7616,6.2,2.4,4.1,1.1,Iris-versicolor
7617,5.1,3.4,1.3,0.1,Iris-setosa
7618,7.0,3.1,5.2,1.8,Iris-versicolor
7619,6.5,3.1,5.9,2.5,Iris-virginica
7620,5.4,2.8,4.6,2.1,Iris-virginica
7621,5.2,3.3,1.2,0.0,Iris-setosa
7622,6.0,2.7,4.8,1.5,Iris-versicolor
7623,5.6,4.2,1.6,0.3,Iris-setosa
7624,5.2,2.4,3.6,1.1,Iris-versicolor
7625,5.0,3.5,1.4,0.5,Iris-setosa
7626,6.2,2.3,5.0,1.5,Iris-virginica
7627,6.6,3.1,5.6,2.0,Iris-virginica
7628,7.5,3.0,6.1,2.7,Iris-virginica
7629,6.8,2.7,5.7,1.9,Iris-virginica
7630,4.8,3.4,1.6,0.4,Iris-setosa
7631,4.8,3.3,1.6,0.3,Iris-setosa
7632,5.5,2.0,4.6,1.6,Iris-virginica
7633,5.4,3.6,1.6,0.2,Iris-setosa
7634,5.0,3.7,1.4,0.3,Iris-setosa
7635,6.0,2.9,4.6,1.7,Iris-versicolor
7636,5.0,3.5,1.4,0.2,Iris-setosa
7637,4.9,3.1,1.4,0.1,Iris-setosa
7638,5.2,3.5,1.4,0.2,Iris-setosa
7639,5.2,3.7,1.9,0.3,Iris-setosa
7640,7.0,3.0,5.5,2.2,Iris-virginica
7641,5.7,2.9,3.8,1.3,Iris-versicolor
7642,6.5,3.2,5.9,1.5,Iris-virginica
7643,6.2,2.6,4.5,1.1,Iris-versicolor
7644,4.6,3.0,1.2,0.1,Iris-setosa
7645,7.4,3.2,6.0,2.2,Iris-virginica
7646,4.4,3.2,1.5,0.4,Iris-setosa
7647,6.3,2.9,5.4,2.2,Iris-virginica
7648,7.2,2.5,5.7,2.0,Iris-virginica
7649,6.9,3.0,5.9,1.7,Iris-virginica
7650,5.5,2.3,3.8,1.0,Iris-versicolor
7651,6.0,2.6,5.0,1.6,Iris-virginica
7652,5.2,3.6,1.5,0.4,Iris-setosa
7653,5.5,2.6,4.1,1.2,Iris-versicolor
7654,5.0,3.3,1.6,0.4,Iris-setosa
7655,6.1,2.6,5.3,2.5,Iris-virginica
7656,4.8,3.0,1.7,0.2,Iris-setosa
7657,5.8,4.0,1.4,0.2,Iris-setosa
7658,5.0,3.1,1.5,0.3,Iris-setosa
7659,4.9,3.2,1.4,0.1,Iris-setosa
7660,6.2,3.0,5.3,1.9,Iris-virginica
7661,4.9,3.0,1.4,0.2,Iris-setosa
7662,5.1,3.1,1.8,0.3,Iris-setosa
7663,5.3,2.5,3.6,1.1,Iris-versicolor
7664,6.2,2.7,4.1,1.2,Iris-versicolor
7665,4.5,3.1,1.3,0.1,Iris-setosa
7666,6.7,3.4,5.7,2.2,Iris-virginica
7667,5.3,3.4,1.6,0.1,Iris-setosa
7668,5.9,3.0,5.0,1.7,Iris-virginica
7669,6.6,2.8,4.5,1.4,Iris-versicolor
7670,7.0,3.1,6.3,2.0,Iris-virginica
7671,5.7,2.5,4.0,1.2,Iris-versicolor
7672,5.9,2.8,4.6,1.4,Iris-versicolor
7673,4.8,3.1,1.4,0.2,Iris-setosa
7674,6.9,2.7,6.2,2.3,Iris-virginica
7675,4.3,2.9,1.2,0.3,Iris-setosa
7676,5.5,2.8,5.1,1.9,Iris-virginica
7677,7.0,3.0,5.1,1.6,Iris-versicolor
7678,5.1,3.6,1.6,0.4,Iris-setosa
7679,6.8,2.6,5.1,1.5,Iris-virginica
7680,5.4,2.8,4.0,1.5,Iris-versicolor
7681,6.5,3.0,5.3,2.1,Iris-virginica
7682,5.2,2.5,4.5,1.7,Iris-virginica
7683,5.1,3.4,1.5,0.2,Iris-setosa
7684,6.5,3.0,5.2,2.0,Iris-virginica
7685,4.9,3.2,1.6,0.2,Iris-setosa
7686,6.7,2.9,4.8,1.4,Iris-versicolor
7687,5.8,2.8,5.3,2.0,Iris-virginica
7688,6.0,2.7,4.2,1.1,Iris-versicolor
7689,5.1,2.4,4.5,1.6,Iris-virginica
7690,4.8,3.4,1.4,0.3,Iris-setosa
7691,6.1,2.7,4.2,1.3,Iris-versicolor
7692,5.9,3.0,4.6,1.5,Iris-versicolor
7693,7.4,3.1,6.3,2.4,Iris-virginica
7694,6.4,2.9,5.0,2.3,Iris-virginica
7695,6.8,3.4,5.4,2.1,Iris-virginica
7696,6.8,2.8,5.9,1.9,Iris-virginica
7697,5.8,3.2,4.5,1.4,Iris-versicolor
7698,6.4,2.9,4.4,1.3,Iris-versicolor
7699,5.6,2.3,3.7,1.1,Iris-versicolor
7700,5.5,3.7,1.7,0.2,Iris-setosa
7701,5.3,3.5,1.5,0.3,Iris-setosa
7702,5.8,4.2,1.5,0.2,Iris-setosa
7703,5.7,3.6,1.6,0.3,Iris-setosa
7704,4.7,3.2,1.4,0.2,Iris-setosa
7705,7.4,2.4,6.3,1.8,Iris-virginica
7706,4.4,2.7,1.6,0.3,Iris-setosa
7707,5.2,3.6,1.8,0.1,Iris-setosa
7708,5.1,3.8,1.4,0.1,Iris-setosa
7709,5.3,3.3,1.6,0.3,Iris-setosa
7710,5.0,2.0,3.4,0.9,Iris-versicolor
7711,5.0,3.2,1.5,0.1,Iris-setosa
7712,4.8,3.7,1.4,0.3,Iris-setosa
7713,5.5,2.1,4.0,1.1,Iris-versicolor
7714,5.0,2.0,3.4,0.9,Iris-versicolor
7715,5.9,2.8,4.2,1.3,Iris-versicolor
7716,6.0,3.4,4.6,1.5,Iris-versicolor
7717,4.9,3.2,1.6,0.4,Iris-setosa
7718,5.9,3.1,3.9,1.4,Iris-versicolor
7719,5.1,3.4,1.5,0.3,Iris-setosa
7720,6.4,2.9,4.2,1.2,Iris-versicolor
7721,6.4,2.9,4.2,1.2,Iris-versicolor
7722,6.2,2.1,3.7,1.0,Iris-versicolor
7723,6.1,2.6,5.6,2.4,Iris-virginica
7724,6.8,2.9,5.1,1.6,Iris-versicolor
7725,6.2,3.5,4.0,1.3,Iris-versicolor
7726,6.0,2.3,4.5,1.5,Iris-versicolor
7727,6.4,3.0,5.4,1.8,Iris-virginica
7728,4.8,3.5,1.3,0.3,Iris-setosa
7729,5.1,3.6,1.4,0.4,Iris-setosa
7730,7.3,3.0,6.2,2.3,Iris-virginica
7731,6.0,2.6,5.5,1.5,Iris-virginica
7732,4.7,3.1,1.8,0.2,Iris-setosa
7733,5.9,2.7,3.9,1.2,Iris-versicolor
7734,5.3,2.7,3.7,1.1,Iris-versicolor
7735,6.0,2.4,5.2,1.6,Iris-virginica
7736,6.3,3.0,4.2,1.5,Iris-versicolor
7737,6.3,3.0,3.7,1.4,Iris-versicolor
7738,4.5,3.2,1.6,0.2,Iris-setosa
7739,5.2,2.4,3.6,1.1,Iris-versicolor
7740,6.6,2.7,5.2,1.9,Iris-virginica
7741,7.0,3.1,5.4,2.2,Iris-virginica
7742,6.0,3.0,4.4,1.5,Iris-versicolor
7743,6.7,2.7,6.1,2.1,Iris-virginica
7744,5.6,3.3,4.9,1.7,Iris-virginica
7745,5.3,2.6,3.6,1.0,Iris-versicolor
7746,7.3,3.5,6.5,2.1,Iris-virginica
7747,6.1,2.9,5.0,1.9,Iris-virginica
7748,4.9,3.5,1.7,0.2,Iris-setosa
7749,6.9,3.0,5.7,2.1,Iris-virginica
7750,5.6,2.9,4.2,1.4,Iris-versicolor
7751,5.2,3.3,1.3,0.3,Iris-setosa
7752,6.9,3.1,6.3,2.2,Iris-virginica
7753,7.0,2.9,4.9,1.3,Iris-versicolor
7754,4.7,3.0,1.5,0.3,Iris-setosa
7755,6.6,3.3,5.8,2.2,Iris-virginica
7756,6.5,2.7,4.5,1.3,Iris-versicolor
7757,6.1,2.9,4.6,1.4,Iris-versicolor
7758,7.1,3.0,5.7,2.2,Iris-virginica
7759,4.5,2.9,1.2,0.1,Iris-setosa
7760,4.9,3.2,1.5,0.3,Iris-setosa
7761,5.8,3.0,5.1,1.8,Iris-virginica
7762,6.2,3.0,5.4,2.3,Iris-virginica
7763,5.2,3.4,1.3,0.3,Iris-setosa
7764,6.0,2.9,4.3,1.4,Iris-versicolor
7765,6.3,3.1,5.0,2.2,Iris-virginica
7766,5.1,3.6,1.4,0.3,Iris-setosa
7767,6.0,3.2,4.2,1.4,Iris-versicolor
7768,4.5,3.0,1.6,0.3,Iris-setosa
7769,5.7,2.9,4.2,1.4,Iris-versicolor
7770,6.5,3.1,5.6,2.2,Iris-virginica
7771,5.6,2.7,3.6,1.0,Iris-versicolor
7772,6.1,2.9,4.8,1.5,Iris-versicolor
7773,6.4,2.6,4.0,1.3,Iris-versicolor
7774,6.7,2.9,5.2,1.7,Iris-versicolor
7775,5.5,2.7,3.9,1.0,Iris-versicolor
7776,4.9,2.6,3.2,1.2,Iris-versicolor
7777,4.4,2.8,1.6,0.2,Iris-setosa
7778,6.8,3.1,6.1,2.0,Iris-virginica
7779,5.3,3.6,1.5,0.3,Iris-setosa
7780,4.6,3.0,1.5,0.3,Iris-setosa
7781,5.8,3.1,4.3,1.5,Iris-versicolor
7782,5.0,3.8,1.5,0.2,Iris-setosa
7783,5.3,3.4,1.6,0.3,Iris-setosa
7784,6.2,2.7,4.5,1.6,Iris-versicolor
7785,5.4,2.8,4.7,2.1,Iris-virginica
7786,6.2,2.8,4.4,1.4,Iris-versicolor
7787,4.7,3.1,1.5,0.1,Iris-setosa
7788,5.7,2.6,4.3,1.4,Iris-versicolor
7789,5.8,3.0,4.1,1.2,Iris-versicolor
7790,5.5,2.7,4.9,1.7,Iris-virginica
7791,5.2,3.3,1.4,0.2,Iris-setosa
7792,5.1,3.6,1.4,0.2,Iris-setosa
7793,6.1,2.8,5.1,1.7,Iris-virginica
7794,7.3,3.0,5.9,2.7,Iris-virginica
7795,6.1,2.9,4.3,1.2,Iris-versicolor
7796,6.3,3.1,4.2,1.2,Iris-versicolor
7797,5.1,3.7,1.6,0.1,Iris-setosa
7798,4.7,2.1,3.3,0.9,Iris-versicolor
7799,5.5,3.8,1.5,0.2,Iris-setosa
7800,7.7,3.4,5.9,2.4,Iris-virginica
7801,5.0,3.4,1.7,0.3,Iris-setosa
7802,7.1,2.7,6.1,2.0,Iris-virginica
7803,6.2,2.8,5.3,2.2,Iris-virginica
7804,6.3,2.8,4.3,1.3,Iris-versicolor
7805,5.1,3.3,1.8,0.3,Iris-setosa
7806,6.8,3.3,5.6,2.0,Iris-virginica
7807,5.0,3.1,1.5,0.2,Iris-setosa
7808,7.2,3.1,5.7,1.9,Iris-virginica
7809,5.2,4.0,1.7,0.2,Iris-setosa
7810,6.8,2.9,5.3,1.7,Iris-virginica
7811,7.0,3.4,6.2,2.4,Iris-virginica
7812,5.2,3.9,1.5,0.2,Iris-setosa
7813,4.6,2.1,3.0,0.8,Iris-versicolor
7814,4.9,3.7,1.4,0.3,Iris-setosa
7815,5.2,3.9,1.5,0.2,Iris-setosa
7816,6.1,2.8,4.6,1.3,Iris-versicolor
7817,7.1,3.2,5.6,2.0,Iris-virginica
7818,4.5,2.6,1.5,0.3,Iris-setosa
7819,8.4,3.0,6.6,1.9,Iris-virginica
7820,5.3,3.3,1.6,0.3,Iris-setosa
7821,5.2,2.6,4.3,1.2,Iris-versicolor
7822,6.9,3.0,5.7,2.0,Iris-virginica
7823,5.0,3.0,1.6,0.3,Iris-setosa
7824,8.3,3.3,6.7,2.3,Iris-virginica
7825,6.4,3.2,5.7,2.2,Iris-virginica
7826,5.4,3.0,4.3,1.5,Iris-versicolor
7827,6.0,2.6,4.1,1.1,Iris-versicolor
7828,6.5,2.7,4.5,1.2,Iris-versicolor
7829,4.8,3.2,1.6,0.4,Iris-setosa
7830,6.0,2.6,4.0,1.1,Iris-versicolor
7831,6.9,3.1,4.8,1.6,Iris-versicolor
7832,5.1,3.4,1.6,0.2,Iris-setosa
7833,6.0,2.8,4.2,1.5,Iris-versicolor
7834,4.9,3.4,1.3,0.2,Iris-setosa
7835,7.8,2.8,6.3,2.0,Iris-virginica
7836,5.5,4.2,1.8,0.4,Iris-setosa
7837,6.0,2.7,4.2,1.3,Iris-versicolor
7838,7.2,3.3,6.5,2.3,Iris-virginica
7839,6.1,2.6,4.0,1.2,Iris-versicolor
7840,5.2,3.4,1.5,0.4,Iris-setosa
7841,6.1,2.8,5.1,2.0,Iris-virginica
7842,5.5,3.4,2.0,0.3,Iris-setosa
7843,5.6,3.0,4.8,1.5,Iris-versicolor
7844,6.0,2.2,4.5,1.3,Iris-versicolor
7845,5.7,2.0,4.7,1.9,Iris-virginica
7846,5.2,2.2,3.5,1.2,Iris-versicolor
7847,4.7,3.0,1.7,0.2,Iris-setosa
7848,7.3,3.4,5.8,2.4,Iris-virginica
7849,4.9,3.6,1.4,0.2,Iris-setosa
7850,5.9,2.8,4.8,1.8,Iris-virginica
7851,6.5,3.2,5.4,2.1,Iris-virginica
7852,5.5,2.6,3.0,1.0,Iris-versicolor
7853,7.1,2.9,5.9,2.2,Iris-virginica
7854,4.7,3.2,1.3,0.1,Iris-setosa
7855,5.0,3.2,1.3,0.3,Iris-setosa
7856,5.8,4.2,1.4,0.4,Iris-setosa
7857,5.6,2.8,4.7,1.6,Iris-virginica
7858,7.5,3.6,6.4,2.3,Iris-virginica
7859,5.1,3.3,1.5,0.2,Iris-setosa
7860,7.1,3.1,6.0,1.9,Iris-virginica
7861,7.2,2.6,6.1,1.7,Iris-virginica
7862,5.9,2.7,4.6,1.5,Iris-versicolor
7863,7.0,2.8,4.6,1.5,Iris-versicolor
7864,5.8,2.8,3.9,1.2,Iris-versicolor
7865,6.1,2.5,4.4,1.2,Iris-versicolor
7866,5.1,3.5,1.3,0.1,Iris-setosa
7867,6.2,2.6,4.3,1.4,Iris-versicolor
7868,4.7,3.5,1.4,0.4,Iris-setosa
7869,5.9,2.8,5.0,1.7,Iris-virginica
7870,6.6,2.5,4.3,1.1,Iris-versicolor
7871,5.8,3.0,4.5,1.3,Iris-versicolor
7872,7.5,2.8,5.8,2.1,Iris-virginica
7873,6.5,3.1,5.3,2.2,Iris-virginica
7874,6.7,2.5,5.4,1.4,Iris-virginica
7875,7.0,3.2,5.7,1.8,Iris-virginica
7876,6.4,2.8,5.2,2.2,Iris-virginica
7877,5.2,3.6,1.4,0.3,Iris-setosa
7878,5.6,2.9,3.6,1.2,Iris-versicolor
7879,7.5,3.5,5.8,2.1,Iris-virginica
7880,4.9,3.0,1.3,0.2,Iris-setosa
7881,6.2,3.0,5.3,1.7,Iris-virginica
7882,4.6,2.9,1.1,0.2,Iris-setosa
7883,7.8,3.5,6.4,2.3,Iris-virginica
7884,5.2,2.4,4.1,1.2,Iris-versicolor
7885,6.5,2.5,5.7,1.8,Iris-virginica
7886,5.8,2.7,4.7,1.9,Iris-virginica
7887,6.5,3.1,5.4,2.1,Iris-virginica
7888,5.3,3.6,1.3,0.2,Iris-setosa
7889,5.2,2.7,4.4,1.9,Iris-virginica
7890,5.8,4.6,1.8,0.2,Iris-setosa
7891,4.6,2.7,1.4,0.4,Iris-setosa
7892,5.2,2.5,3.7,0.9,Iris-versicolor
7893,5.8,2.5,3.9,1.0,Iris-versicolor
7894,7.0,3.2,5.4,2.2,Iris-virginica
7895,5.8,3.0,5.1,1.8,Iris-virginica
7896,6.8,3.6,5.9,2.0,Iris-virginica
7897,6.1,3.4,5.0,2.4,Iris-virginica
7898,6.2,3.3,4.8,1.6,Iris-versicolor
7899,6.6,3.5,5.5,2.2,Iris-virginica
7900,7.5,2.9,6.1,1.7,Iris-virginica
7901,6.2,2.6,4.1,1.1,Iris-versicolor
7902,5.3,3.9,1.4,0.3,Iris-setosa
7903,5.5,4.0,1.4,0.2,Iris-setosa
7904,5.0,3.3,1.5,0.3,Iris-setosa
7905,4.9,3.0,1.5,0.3,Iris-setosa
7906,5.8,3.0,4.4,1.3,Iris-versicolor
7907,6.5,2.4,4.6,1.4,Iris-versicolor
7908,4.5,3.1,1.4,0.3,Iris-setosa
7909,5.0,3.2,1.3,0.2,Iris-setosa
7910,7.2,2.9,5.9,2.2,Iris-virginica
7911,6.4,2.9,4.9,1.6,Iris-versicolor
7912,5.3,3.4,1.6,0.2,Iris-setosa
7913,6.0,2.7,4.1,1.3,Iris-versicolor
7914,5.8,2.6,4.2,1.3,Iris-versicolor
7915,5.7,4.0,1.9,0.3,Iris-setosa
7916,4.2,2.0,2.7,0.6,Iris-versicolor
7917,6.1,2.6,5.1,1.7,Iris-virginica
7918,6.5,3.0,5.5,1.9,Iris-virginica
7919,6.2,3.0,4.6,1.5,Iris-versicolor
7920,6.6,2.8,6.1,2.4,Iris-virginica
7921,5.7,2.6,4.1,1.2,Iris-versicolor
7922,5.6,2.3,5.0,1.6,Iris-virginica
7923,6.2,2.9,4.1,1.1,Iris-versicolor
7924,7.3,3.0,5.9,2.0,Iris-virginica
7925,5.8,2.6,3.8,1.2,Iris-versicolor
7926,7.4,3.2,5.8,2.0,Iris-virginica
7927,6.2,2.7,4.2,1.1,Iris-versicolor
7928,6.9,2.6,5.8,2.1,Iris-virginica
7929,6.0,3.2,4.3,1.4,Iris-versicolor
7930,4.9,3.3,1.4,0.2,Iris-setosa
7931,6.0,2.2,4.4,1.3,Iris-versicolor
7932,5.9,2.6,4.3,1.2,Iris-versicolor
7933,4.3,3.5,1.8,0.3,Iris-setosa
7934,7.3,3.1,6.2,1.8,Iris-virginica
7935,6.0,2.8,4.2,1.4,Iris-versicolor
7936,5.8,2.8,4.7,2.2,Iris-virginica
7937,4.5,2.9,1.3,0.2,Iris-setosa
7938,5.1,3.5,1.0,0.1,Iris-setosa
7939,7.7,3.1,6.4,2.3,Iris-virginica
7940,6.6,3.1,6.1,2.3,Iris-virginica
7941,8.2,3.4,7.0,2.0,Iris-virginica
7942,6.7,2.7,5.9,2.0,Iris-virginica
7943,6.4,2.7,5.1,2.3,Iris-virginica
7944,6.4,3.1,5.5,2.1,Iris-virginica
7945,5.9,3.3,4.1,1.4,Iris-versicolor
7946,5.2,3.3,1.7,0.4,Iris-setosa
7947,5.3,4.1,1.4,0.5,Iris-setosa
7948,6.3,2.6,4.1,1.2,Iris-versicolor
7949,5.2,3.4,1.4,0.3,Iris-setosa
7950,5.1,2.6,3.8,1.4,Iris-versicolor
7951,5.3,3.7,1.2,0.2,Iris-setosa
7952,5.6,2.7,4.1,1.0,Iris-versicolor
7953,6.2,2.7,4.4,1.5,Iris-versicolor
7954,5.7,2.6,4.9,1.7,Iris-virginica
7955,7.2,3.6,6.1,2.4,Iris-virginica
7956,6.8,3.0,5.6,2.3,Iris-virginica
7957,7.0,3.3,6.0,2.3,Iris-virginica
7958,5.7,2.5,4.4,1.4,Iris-versicolor
7959,4.7,3.3,1.2,0.2,Iris-setosa
7960,6.1,3.0,4.6,1.4,Iris-versicolor
7961,6.4,2.9,5.4,2.3,Iris-virginica
7962,6.1,2.9,4.7,1.7,Iris-virginica
7963,6.0,3.1,4.7,1.5,Iris-versicolor
7964,6.1,2.4,4.0,0.9,Iris-versicolor
7965,6.2,3.1,4.7,1.4,Iris-versicolor
7966,6.8,2.7,5.2,1.4,Iris-versicolor
7967,6.4,3.0,6.0,2.2,Iris-virginica
7968,5.3,2.4,4.0,1.1,Iris-versicolor
7969,5.2,3.4,1.2,0.3,Iris-setosa
7970,6.0,3.0,4.2,1.4,Iris-versicolor
7971,5.4,4.0,1.5,0.3,Iris-setosa
7972,4.9,3.3,1.6,0.2,Iris-setosa
7973,7.3,2.9,5.7,2.0,Iris-virginica
7974,6.3,2.5,4.3,1.4,Iris-versicolor
7975,6.2,3.5,4.5,1.6,Iris-versicolor
7976,5.9,2.4,3.8,1.0,Iris-versicolor
7977,4.7,2.6,1.4,0.2,Iris-setosa
7978,4.9,3.3,1.6,0.5,Iris-setosa
7979,6.0,2.8,4.4,1.5,Iris-versicolor
7980,7.2,3.1,6.0,2.3,Iris-virginica
7981,6.6,3.0,5.3,2.2,Iris-virginica
7982,4.7,3.4,1.6,0.3,Iris-setosa
7983,5.6,2.3,4.8,1.8,Iris-virginica
7984,7.2,3.1,6.1,2.0,Iris-virginica
7985,5.2,3.2,1.4,0.3,Iris-setosa
7986,5.6,2.9,4.5,1.6,Iris-versicolor
7987,5.6,2.9,3.8,1.2,Iris-versicolor
7988,7.5,3.3,6.3,2.2,Iris-virginica
7989,7.0,2.9,5.7,1.9,Iris-virginica
7990,5.5,3.3,1.9,0.5,Iris-setosa
7991,4.6,3.0,1.4,0.2,Iris-setosa
7992,4.6,3.1,1.5,0.0,Iris-setosa
7993,5.1,3.4,1.3,0.1,Iris-setosa
7994,4.4,2.7,1.4,0.2,Iris-setosa
7995,6.3,2.8,5.9,2.0,Iris-virginica
7996,5.6,2.6,4.2,1.2,Iris-versicolor
7997,4.8,3.4,1.5,0.1,Iris-setosa
7998,6.2,2.5,4.1,1.1,Iris-versicolor
7999,5.7,2.3,4.5,1.6,Iris-virginica
8000,5.0,3.4,1.4,0.2,Iris-setosa
8001,6.4,3.2,5.8,2.2,Iris-virginica
8002,5.0,3.0,1.7,0.2,Iris-setosa
8003,6.7,2.9,5.4,2.0,Iris-virginica
8004,5.8,2.7,4.3,1.2,Iris-versicolor
8005,5.6,4.1,1.2,0.4,Iris-setosa
8006,5.5,2.4,3.4,1.0,Iris-versicolor
8007,6.3,3.1,4.3,1.3,Iris-versicolor
8008,4.4,2.4,1.4,0.2,Iris-setosa
8009,5.8,2.5,3.7,1.1,Iris-versicolor
8010,6.4,2.8,4.3,1.2,Iris-versicolor
8011,6.1,2.3,4.6,1.2,Iris-versicolor
8012,5.8,2.6,4.2,1.2,Iris-versicolor
8013,5.1,3.5,1.6,0.2,Iris-setosa
8014,6.4,3.0,4.8,1.5,Iris-versicolor
8015,4.9,3.3,1.6,0.4,Iris-setosa
8016,6.0,2.5,4.6,1.3,Iris-versicolor
8017,7.1,3.0,4.6,1.4,Iris-versicolor
8018,5.1,3.8,1.5,0.3,Iris-setosa
8019,7.1,3.4,5.3,1.7,Iris-versicolor
8020,4.8,3.5,1.5,0.3,Iris-setosa
8021,6.6,2.8,5.5,1.6,Iris-virginica
8022,6.8,2.8,4.6,1.4,Iris-versicolor
8023,6.6,2.2,5.8,1.7,Iris-virginica
8024,7.1,2.9,5.4,1.6,Iris-versicolor
8025,5.4,2.6,5.2,1.8,Iris-virginica
8026,4.9,3.4,1.4,0.3,Iris-setosa
8027,6.8,3.1,5.8,2.2,Iris-virginica
8028,6.5,2.9,5.1,1.4,Iris-versicolor
8029,6.6,3.3,5.6,2.4,Iris-virginica
8030,6.7,2.2,5.3,1.8,Iris-virginica
8031,5.1,2.2,3.4,1.0,Iris-versicolor
8032,5.2,4.1,1.5,0.4,Iris-setosa
8033,7.5,3.6,6.0,2.3,Iris-virginica
8034,5.1,4.0,1.4,0.2,Iris-setosa
8035,6.1,2.5,4.1,1.2,Iris-versicolor
8036,6.3,3.0,4.4,1.6,Iris-versicolor
8037,4.9,3.9,1.4,0.2,Iris-setosa
8038,5.4,2.6,4.9,1.6,Iris-virginica
8039,6.9,2.8,5.0,1.5,Iris-versicolor
8040,4.3,3.0,1.5,0.0,Iris-setosa
8041,5.7,2.7,4.0,1.3,Iris-versicolor
8042,5.3,3.4,1.4,0.3,Iris-setosa
8043,5.9,3.1,4.8,1.6,Iris-versicolor
8044,6.2,3.3,4.3,1.4,Iris-versicolor
8045,4.5,2.5,1.4,0.3,Iris-setosa
8046,5.2,3.4,1.4,0.2,Iris-setosa
8047,5.8,2.8,4.8,1.4,Iris-versicolor
8048,5.7,3.0,4.8,1.5,Iris-versicolor
8049,5.3,2.6,3.6,1.1,Iris-versicolor
8050,5.7,2.9,5.0,2.5,Iris-virginica
8051,7.3,3.1,6.0,1.9,Iris-virginica
